year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2010,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2382,443,145.89,18.34,150.06,2.83,125.88,49,7,25079,9537,1082,5213,391,8856
2010,1,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",440,33,11.88,1.72,16.27,0,3.13,0,0,1485,758,73,434,0,220
2010,1,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",93,12,1.56,0.1,3.02,0,7.32,0,0,632,71,16,143,0,402
2010,1,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",553,131,50.43,5.83,45.53,9.38,19.83,1,0,6021,2496,418,1255,621,1231
2010,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1524,186,76.44,6.28,63.79,0,39.48,4,4,10147,4911,516,2168,0,2552
2010,1,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",172,29,8.68,0.8,12,0,7.52,0,0,1204,351,48,440,0,365
2010,1,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",164,44,9.7,1.74,15.26,0,17.3,0,0,2173,641,104,507,0,921
2010,1,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",60,17,9.95,0,1,0,6.05,0,0,1174,963,0,21,0,190
2010,1,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1281,184,14.43,4.06,57.22,0.81,107.48,35,3,9076,1107,203,1899,55,5812
2010,1,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3570,648,85.04,12.21,201.13,2.53,347.08,79,2,32850,6017,808,6506,71,19448
2010,1,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1987,222,64.02,3.81,59.92,0,94.25,31,2,12281,3608,214,2088,0,6371
2010,1,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",493,102,34.51,0.05,47.94,0.09,19.41,10,0,3939,1576,12,1416,2,933
2010,1,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3223,557,153.04,9.19,106.35,4.15,284.27,102,2,29552,6886,492,3940,96,18138
2010,1,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",122,18,6,0,12,0,0,3,0,822,264,0,558,0,0
2010,2,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2163,481,168.45,25.37,144.48,0.54,142.16,81,5,31124,13596,1550,5183,15,10780
2010,2,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",392,28,11.35,0,12.82,0,3.83,5,1,846,484,0,268,0,94
2010,2,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",84,8,1.34,1.09,4.82,0,0.75,5,0,287,32,30,213,0,12
2010,2,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",485,136,44.08,6.37,67.88,6.16,11.52,15,1,4648,1588,348,1967,137,608
2010,2,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1415,193,93.12,7.65,47.43,0,44.79,25,6,10024,5247,315,1548,0,2914
2010,2,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",180,39,14.02,0.36,16.69,0,7.93,2,0,1789,742,12,449,0,586
2010,2,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",156,39,15.39,2.6,9.97,0,11.04,1,0,2240,750,220,561,0,709
2010,2,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",48,5,3.43,0,0,0,1.57,0,0,366,332,0,0,0,34
2010,2,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1160,116,15.48,1.02,30.01,0.07,69.41,14,0,6108,1992,55,883,2,3176
2010,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3370,504,77.1,4.74,118.36,3.05,300.75,60,1,21778,4019,428,3438,82,13811
2010,2,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1912,223,65.53,3.92,50.67,0,102.88,65,3,11821,3463,166,1624,0,6568
2010,2,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",418,57,24.45,0,15.55,0,17,13,2,2594,1227,0,495,0,872
2010,2,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2909,393,110.2,10.12,44.48,1,227.21,86,6,17708,3921,831,1460,36,11460
2010,2,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",108,22,12,0,5.15,0,4.85,1,0,1327,820,0,232,0,275
2010,3,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2410,460,164.98,21.94,120.29,0,152.79,25,6,28251,10870,1559,4897,0,10925
2010,3,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",445,49,23.49,0,23.68,0,1.84,0,0,1710,1061,0,571,0,78
2010,3,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",93,9,5.23,0.29,0.33,0,3.15,2,1,652,305,28,21,0,298
2010,3,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",590,181,63.69,2,81.21,11.56,22.54,0,4,7313,3094,105,2268,337,1509
2010,3,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1680,140,66.17,7.16,35.74,0,30.93,13,3,8418,4341,783,1196,0,2098
2010,3,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",195,42,13.2,1.16,11.64,0,16,3,0,2599,1067,68,397,0,1067
2010,3,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",175,48,24.84,0.54,8.89,0,13.73,0,0,2394,1436,33,278,0,647
2010,3,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",53,14,13.08,0,0,0,0.92,0,0,522,492,0,0,0,30
2010,3,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1286,54,7.26,0.51,19.45,0,26.78,6,0,1588,427,39,440,0,682
2010,3,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3808,403,71.45,11.86,93.74,1.35,224.6,40,1,19911,4609,919,2486,21,11876
2010,3,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2213,225,70.42,3.43,39.88,0,111.26,28,2,12365,3391,204,1034,0,7736
2010,3,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",455,44,18.8,1,10.57,1.42,12.21,3,0,1791,789,82,290,32,598
2010,3,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3314,570,170.7,5.18,63.5,2.16,328.47,70,4,24583,6809,300,1751,50,15673
2010,3,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",125,19,6,0,2.1,0,10.9,3,0,1097,337,0,37,0,723
2010,4,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2335,458,167.35,16.03,138.82,0.23,135.57,13,5,27027,9749,1084,5011,5,11178
2010,4,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",442,23,9.57,0,12.7,0,0.73,1,0,643,311,0,263,0,69
2010,4,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",90,17,2.72,1,13.28,0,0,0,0,599,114,104,381,0,0
2010,4,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",587,133,58.68,1.89,57.98,8.39,6.06,0,2,4589,2479,62,1525,240,283
2010,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1555,279,109.09,5.59,116.45,0,47.87,5,1,12612,5824,362,3537,0,2889
2010,4,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",191,33,9.04,0.66,13.94,0,9.36,0,0,1330,569,33,359,0,369
2010,4,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",186,27,7.15,0,15.18,0,4.67,1,2,1379,394,0,476,0,509
2010,4,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",59,16,14.41,0,0,0,1.59,0,0,692,659,0,0,0,33
2010,4,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1244,60,7.48,2.01,16.98,0,33.53,6,1,3255,1565,113,417,0,1160
2010,4,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3702,349,56.55,3.02,81.56,0,207.86,23,5,16428,3577,216,2129,0,10506
2010,4,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2075,183,53.37,5.51,47.82,0,76.3,10,0,9845,3037,248,1450,0,5110
2010,4,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",460,59,17.31,0,24.88,3.64,13.17,0,0,2434,797,0,691,78,868
2010,4,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3250,512,169.44,2.27,73.45,2.89,263.95,57,2,21829,6974,65,2136,61,12593
2010,4,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",146,15,7,0,3.5,0,4.5,2,1,1153,723,0,104,0,326
2010,5,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2406,513,185.63,26.9,160.69,0,139.79,26,8,33111,12723,2397,6639,0,11352
2010,5,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",482,20,8.62,0,10.77,0,0.61,0,2,696,362,0,309,0,25
2010,5,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",124,30,9.09,0,19.47,0,1.43,1,0,1501,655,0,814,0,32
2010,5,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",638,176,61.51,5.09,87.38,3.24,18.79,2,3,7724,3126,463,2491,72,1572
2010,5,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1562,453,148.59,17.98,219.25,0,67.18,8,3,22039,7962,1920,7153,0,5004
2010,5,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",207,71,23.04,0.34,28.36,0,19.26,1,0,2889,784,38,722,0,1345
2010,5,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",221,60,21.04,0.31,27.19,0,11.46,0,0,2173,852,9,686,0,626
2010,5,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",62,26,26,0,0,0,0,0,0,729,729,0,0,0,0
2010,5,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1279,52,10.34,0.87,11.64,0,29.15,10,0,2512,845,20,278,0,1369
2010,5,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3808,341,43.57,5.98,84.14,0,207.31,28,1,15155,2291,254,2320,0,10290
2010,5,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2118,259,66.15,17.93,72.41,0,102.5,16,2,16497,4738,1172,2376,0,8211
2010,5,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",499,101,32.85,0.38,48.4,3.87,15.5,0,1,3492,1297,9,1549,76,561
2010,5,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3368,689,180.86,4.86,96.66,1.62,405,60,3,31711,7851,256,2956,62,20586
2010,5,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",152,23,10,0,2.07,1,9.93,0,0,1072,579,0,68,24,401
2010,6,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2392,565,186.32,42.58,188.59,0,147.51,34,7,35323,13571,3356,7916,0,10480
2010,6,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",553,33,14.98,0,11.75,0,6.28,1,0,1194,706,0,260,0,228
2010,6,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",121,18,5.68,0,5.61,0,6.71,1,0,1270,606,0,311,0,353
2010,6,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",742,180,75.7,3.19,74.34,5.33,21.43,0,0,6699,3190,167,2035,148,1159
2010,6,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1700,514,204.41,14.59,193.17,0,101.83,9,2,25221,10539,821,7448,0,6413
2010,6,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",208,53,20.23,1.61,14,0,17.16,0,0,2377,930,70,481,0,896
2010,6,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",240,62,21.64,0,20.28,0,20.09,0,0,3155,676,0,671,0,1808
2010,6,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",74,22,20.86,0,0.14,0,1,0,1,711,661,0,5,0,45
2010,6,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1184,124,14.9,2.93,51.89,1,53.29,5,0,4089,668,277,1224,18,1902
2010,6,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3765,608,83.15,5.33,134.06,2.23,383.22,36,0,28563,5291,188,4058,49,18977
2010,6,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2276,367,110.55,21.83,93.44,0,141.18,28,4,22823,5988,1488,3793,0,11554
2010,6,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",480,82,28.05,3.63,29.12,1.48,19.72,0,0,3444,1021,220,1018,35,1150
2010,6,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3340,643,199.37,8.35,46.72,1.87,386.68,50,0,31270,8239,928,1622,55,20426
2010,6,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",145,26,10,0,1.15,1,13.85,2,0,1275,659,0,31,22,563
2010,7,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2504,486,162.64,30.53,151.54,0.64,140.65,19,4,26970,10809,1708,5678,18,8757
2010,7,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",585,37,22.11,0,7.25,0,7.64,0,0,2067,1550,0,157,0,360
2010,7,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",181,53,22.37,0,24.49,0,6.13,0,0,2677,1352,0,1034,0,291
2010,7,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",810,216,83.61,13.39,73.7,5.83,39.47,0,0,10430,3998,825,2961,147,2499
2010,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1803,531,211.05,16.33,177.75,0,125.87,15,2,27776,10958,1060,6681,0,9077
2010,7,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",221,60,22.03,1.18,20.48,0,16.31,3,0,2742,981,92,645,0,1024
2010,7,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",248,53,22.72,0.85,10.43,0,19,2,1,2382,1296,29,295,0,762
2010,7,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",93,11,10.95,0,0,0,0.05,0,2,554,552,0,0,0,2
2010,7,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1194,176,17.03,3.56,79.68,0.06,75.68,5,0,6806,897,181,2593,1,3134
2010,7,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3858,704,77.43,6.18,217.18,2.12,401.09,32,2,30092,4316,244,6881,69,18582
2010,7,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2382,304,85.84,15.31,74.11,0,128.74,24,3,18894,5572,900,3245,0,9177
2010,7,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",505,89,25.17,5.88,35.09,0.93,21.93,3,1,4374,1269,535,1366,14,1190
2010,7,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3389,653,223.26,7.83,76.87,5.06,339.98,51,3,30047,9007,413,2853,149,17625
2010,7,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",147,23,7.64,0,3.79,0,11.57,3,0,1048,551,0,101,0,396
2010,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2455,420,144.59,18.27,113.59,0,143.55,25,5,25388,9951,1313,4065,0,10059
2010,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",571,38,20.28,0.92,8.86,0.67,7.27,0,0,1597,955,22,209,10,401
2010,8,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",182,59,23.39,0,23.18,0,12.44,0,0,3758,1574,0,1001,0,1183
2010,8,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",755,110,56.29,4.48,27.3,2.79,19.14,1,1,5328,2815,310,885,95,1223
2010,8,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1767,396,147.85,5.63,146.24,0,96.27,7,4,20290,7964,467,5068,0,6791
2010,8,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",221,41,12.31,1.03,18.47,0,9.19,0,0,1609,429,56,581,0,543
2010,8,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",248,49,18.69,0.85,11.4,0,18.07,0,0,2629,1018,88,429,0,1094
2010,8,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",93,12,12,0,0,0,0,0,0,1105,1105,0,0,0,0
2010,8,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1197,163,24.6,2.94,68.57,0,66.89,0,0,8514,3315,111,2119,0,2969
2010,8,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3939,582,62.72,6.49,164.68,0,348.11,36,0,24955,3502,350,5005,0,16098
2010,8,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2362,248,68.95,6.57,52.96,0,119.52,32,1,15525,4869,551,2212,0,7893
2010,8,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",496,73,26.76,4.76,27,1,13.48,1,0,3253,1164,495,977,26,591
2010,8,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3394,600,185.87,4.25,85.22,1.37,323.3,40,0,23628,6646,120,2466,57,14339
2010,8,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",148,21,6,0,3.06,0,11.94,0,0,1095,328,0,97,0,670
2010,9,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2218,301,113.05,25.9,81.78,0.48,79.79,8,4,17001,7411,1574,2958,22,5036
2010,9,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",505,37,16.38,0,18.82,0,1.8,0,0,1006,505,0,450,0,51
2010,9,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",173,45,20.46,0.59,16.31,0,7.64,1,1,2635,1415,88,661,0,471
2010,9,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",606,65,18.57,2.3,29.81,1,13.33,1,0,2335,669,106,928,20,612
2010,9,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1629,396,117.17,5.24,189.12,0,84.47,6,1,16828,6072,476,5732,0,4548
2010,9,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",204,23,8.11,0.63,7.27,0,6.99,0,1,714,222,41,162,0,289
2010,9,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",178,30,9.41,0,17.13,0,3.46,0,0,1115,422,0,426,0,267
2010,9,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",65,11,9.13,0.87,0,0,1,0,3,524,391,55,0,0,78
2010,9,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1158,132,19.63,2.9,64.91,0,44.56,6,2,4692,1109,91,1650,0,1842
2010,9,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3662,408,64.46,11.36,87.99,0,244.18,23,4,18375,3387,383,2391,0,12214
2010,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2082,183,47.35,3.87,56.44,0,75.35,19,1,9506,2474,505,2024,0,4503
2010,9,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",488,62,21.16,1.21,31.68,0,7.95,2,2,3282,1298,241,1255,0,488
2010,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3210,523,149.05,4.54,116.5,0.67,252.25,41,4,20817,5688,195,2950,20,11964
2010,9,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",123,19,4.22,0,3.55,0,11.22,1,0,1127,255,0,152,0,720
2010,10,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2291,372,124.23,10.98,133.85,0.21,102.72,11,1,19064,6939,884,4240,26,6975
2010,10,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",511,38,17.44,0,17.86,0,2.69,0,0,1458,834,0,422,0,202
2010,10,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",176,39,14.81,0,18.58,0,5.62,0,0,2126,1013,0,700,0,413
2010,10,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",669,87,36.49,0,41.92,0,8.59,0,1,2903,1289,0,1139,0,475
2010,10,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1690,310,100.03,3.58,137.66,0,68.73,7,4,14866,4947,977,4270,0,4672
2010,10,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",178,21,4.31,0,6.63,0,10.06,0,1,763,141,0,167,0,455
2010,10,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",177,59,11.4,0,40.19,0,7.41,0,0,2365,519,0,1122,0,724
2010,10,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",62,11,10.85,0,0,0,0.15,0,0,453,444,0,0,0,9
2010,10,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1194,157,25.63,1.47,70.01,0.23,59.67,11,0,7271,2757,113,1880,5,2516
2010,10,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3813,645,98.25,6.77,136.83,0,403.15,62,4,31790,5838,394,4207,0,21351
2010,10,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2187,219,59.36,6.04,83.92,0,69.69,6,4,9323,3449,246,2263,0,3365
2010,10,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",494,102,17.95,0.5,60.69,0.13,22.73,2,0,3626,535,28,1847,6,1210
2010,10,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3308,822,238.22,4.84,142.8,2.27,433.87,41,0,37233,9422,256,4607,59,22889
2010,10,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",124,25,0,0,9.02,0,15.98,0,0,1377,0,0,438,0,939
2010,11,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2197,317,119.87,6.45,121.39,0,69.29,10,3,14356,6386,376,3708,0,3886
2010,11,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",461,62,24.35,1.51,27.55,1,7.59,3,0,2466,1272,44,799,25,326
2010,11,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",164,26,8.32,0,16.68,0,1,1,12,938,350,0,564,0,24
2010,11,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",629,136,49.75,0,71.41,3.36,11.48,0,3,4731,1811,0,2309,77,534
2010,11,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1579,405,84.25,5.22,241.05,0,74.48,8,4,17261,4208,352,8185,0,4516
2010,11,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",179,38,6.75,0,19.65,0,11.6,0,0,1352,189,0,683,0,480
2010,11,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",189,63,3.01,0,48.07,0,11.93,0,0,2435,97,0,1615,0,723
2010,11,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",59,18,17.65,0,0,0,0.35,0,0,510,503,0,0,0,7
2010,11,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1142,114,12.7,9.12,38.95,0,53.23,6,1,6025,2097,485,1186,0,2257
2010,11,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3594,529,92.59,5.35,101.03,2.13,327.91,57,0,25614,6579,187,2895,49,15904
2010,11,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1970,168,42.33,1.48,77.28,0,46.91,10,2,7817,2924,94,2281,0,2518
2010,11,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",481,102,26.88,0,61.37,0,13.74,0,0,3309,879,0,1834,0,596
2010,11,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3172,699,214.34,5.64,122.77,1.75,354.5,24,5,29223,8190,404,3694,45,16890
2010,11,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",116,5,2.74,0,0.56,0,1.7,0,0,135,81,0,15,0,39
2010,12,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2314,508,155.78,29.5,177.82,2.48,142.41,45,4,31284,11548,2254,6422,314,10746
2010,12,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",479,99,29.63,0,57.81,0,11.57,1,0,3085,1087,0,1405,0,593
2010,12,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",187,83,28.17,1.92,44.2,0,8.72,16,1,4447,1923,106,1716,0,702
2010,12,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",714,265,93.2,14.04,107.37,4.94,45.44,13,3,13866,5166,1395,4027,123,3155
2010,12,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1648,536,151.44,16.33,238.82,0,129.42,34,5,28623,8809,926,9703,0,9185
2010,12,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",180,62,16.84,0.34,23.46,0,21.36,0,0,2266,493,26,769,0,978
2010,12,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",165,34,7.25,1.56,20.9,0,4.3,0,0,1542,183,71,737,0,551
2010,12,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",75,9,7,0,0,0,2,0,0,954,853,0,0,0,101
2010,12,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1176,252,27.43,11.4,87.36,0,125.81,20,2,13263,2404,684,3439,0,6736
2010,12,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3850,1051,107.48,13.7,275.08,2.7,652.04,107,3,59519,7413,1088,10390,97,40531
2010,12,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2008,307,79.95,8.64,117.2,0,101.21,30,1,16052,4599,782,3755,0,6916
