"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2010,1,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1067.00,271.00,42.76,9.40,156.06,0.00,62.78,46.00,4.00,15932.00,4225.00,1098.00,6092.00,0.00,4517.00,
2010,1,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",524.00,75.00,31.23,8.31,19.42,0.00,16.04,21.00,2.00,3825.00,1613.00,449.00,818.00,0.00,945.00,
2010,1,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",31.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,93.00,0.00,0.00,
2010,1,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",148.00,30.00,7.30,1.55,14.46,1.45,5.24,2.00,0.00,1472.00,227.00,39.00,901.00,32.00,273.00,
2010,1,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",12706.00,1925.00,463.26,73.66,933.45,2.00,452.63,370.00,37.00,136387.00,46261.00,7968.00,52617.00,77.00,29464.00,
2010,1,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",12006.00,2273.00,364.52,113.69,927.37,5.14,862.29,512.00,13.00,149297.00,32599.00,11321.00,53001.00,163.00,52213.00,
2010,1,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",89.00,11.00,1.72,0.00,5.43,0.00,3.85,0.00,1.00,459.00,62.00,0.00,173.00,0.00,224.00,
2010,1,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",5731.00,934.00,141.96,13.47,402.28,0.00,376.30,137.00,15.00,58056.00,11318.00,984.00,22705.00,0.00,23049.00,
2010,1,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",57.00,16.00,7.09,3.17,3.54,0.00,2.21,2.00,0.00,1014.00,458.00,162.00,163.00,0.00,231.00,
2010,1,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",337.00,125.00,47.49,4.55,66.22,0.77,5.98,32.00,1.00,6635.00,3549.00,328.00,2522.00,20.00,216.00,
2010,1,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",143.00,32.00,3.08,1.18,17.75,0.00,9.99,3.00,0.00,1410.00,67.00,60.00,709.00,0.00,574.00,
2010,1,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",61.00,15.00,4.92,0.00,5.00,0.00,5.08,1.00,0.00,613.00,185.00,0.00,175.00,0.00,253.00,
2010,1,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",396.00,76.00,12.81,0.29,48.58,0.00,14.32,12.00,1.00,3278.00,643.00,12.00,1860.00,0.00,763.00,
2010,1,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",289.00,82.00,22.25,1.94,36.08,0.44,21.29,4.00,0.00,4354.00,835.00,84.00,1573.00,11.00,1851.00,
2010,1,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",144.00,41.00,26.00,3.00,12.00,0.00,0.00,6.00,0.00,2348.00,1221.00,345.00,782.00,0.00,0.00,
2010,2,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1039.00,317.00,50.05,24.37,174.18,0.00,68.40,100.00,1.00,20730.00,3418.00,3776.00,8677.00,0.00,4859.00,
2010,2,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",476.00,93.00,32.24,8.26,29.37,0.00,23.13,21.00,0.00,4852.00,1756.00,452.00,1360.00,0.00,1284.00,
2010,2,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",28.00,2.00,1.00,0.81,0.19,0.00,0.00,0.00,0.00,31.00,15.00,13.00,3.00,0.00,0.00,
2010,2,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",135.00,28.00,9.22,1.60,11.20,0.00,5.98,15.00,0.00,1322.00,334.00,54.00,564.00,0.00,370.00,
2010,2,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",11967.00,2244.00,478.23,132.57,1048.09,1.73,583.38,973.00,16.00,140363.00,39057.00,14134.00,45462.00,86.00,41624.00,
2010,2,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",11080.00,2495.00,389.30,120.82,979.09,4.07,1001.72,783.00,3.00,174922.00,32143.00,13482.00,48461.00,81.00,80755.00,
2010,2,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",80.00,12.00,1.56,1.00,6.52,0.00,2.92,2.00,0.00,391.00,62.00,15.00,229.00,0.00,85.00,
2010,2,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",5172.00,1038.00,139.65,10.58,438.88,0.00,448.89,235.00,0.00,58872.00,8177.00,511.00,18968.00,0.00,31216.00,
2010,2,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",52.00,12.00,6.75,0.44,3.52,0.00,1.29,4.00,0.00,466.00,195.00,7.00,145.00,0.00,119.00,
2010,2,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",268.00,93.00,25.85,18.25,43.28,0.00,5.63,29.00,1.00,6173.00,2104.00,2088.00,1629.00,0.00,352.00,
2010,2,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",95.00,26.00,4.71,1.34,11.07,0.66,8.24,6.00,1.00,1395.00,359.00,252.00,377.00,19.00,388.00,
2010,2,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",55.00,15.00,6.54,0.37,3.76,0.00,4.33,3.00,0.00,656.00,234.00,29.00,179.00,0.00,214.00,
2010,2,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",353.00,73.00,17.13,0.30,36.91,0.92,17.75,22.00,0.00,3297.00,815.00,49.00,1456.00,57.00,920.00,
2010,2,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",300.00,79.00,23.41,2.52,28.93,0.76,23.38,21.00,2.00,3560.00,1255.00,117.00,1224.00,21.00,943.00,
2010,2,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",153.00,30.00,8.00,1.00,11.01,0.00,9.99,12.00,0.00,1869.00,364.00,94.00,500.00,0.00,911.00,
2010,3,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1190.00,350.00,49.65,17.51,201.54,0.82,80.48,58.00,2.00,25163.00,3551.00,3256.00,11441.00,253.00,6662.00,
2010,3,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",538.00,125.00,41.37,6.33,47.15,0.00,30.16,7.00,2.00,8498.00,2126.00,467.00,3440.00,0.00,2465.00,
2010,3,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",31.00,3.00,2.91,0.00,0.09,0.00,0.00,0.00,0.00,76.00,74.00,0.00,2.00,0.00,0.00,
2010,3,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",112.00,30.00,8.91,0.20,15.48,0.00,5.41,1.00,1.00,1639.00,365.00,14.00,985.00,0.00,275.00,
2010,3,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",13496.00,2671.00,631.00,51.82,1287.93,0.00,700.24,271.00,47.00,180124.00,59834.00,5055.00,62040.00,0.00,53195.00,
2010,3,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",12376.00,2516.00,385.95,93.75,1135.51,4.25,896.54,418.00,21.00,177775.00,32739.00,7945.00,64334.00,254.00,72503.00,
2010,3,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",90.00,29.00,10.36,0.00,10.86,0.00,7.79,1.00,0.00,1179.00,352.00,0.00,450.00,0.00,377.00,
2010,3,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",5777.00,1102.00,141.03,2.51,519.65,0.00,438.81,115.00,18.00,77742.00,10784.00,164.00,32774.00,0.00,34020.00,
2010,3,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",58.00,10.00,2.78,1.21,5.15,0.00,0.86,1.00,1.00,678.00,229.00,33.00,359.00,0.00,57.00,
2010,3,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",376.00,129.00,39.60,10.15,74.99,0.00,4.26,13.00,0.00,7179.00,2375.00,969.00,3607.00,0.00,228.00,
2010,3,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",113.00,35.00,4.68,1.67,17.01,0.00,11.63,5.00,1.00,2086.00,173.00,65.00,866.00,0.00,982.00,
2010,3,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",62.00,13.00,2.27,0.13,6.02,0.00,4.59,0.00,0.00,843.00,96.00,12.00,412.00,0.00,323.00,
2010,3,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",397.00,92.00,19.31,1.24,52.93,0.00,18.52,7.00,2.00,4443.00,770.00,51.00,2825.00,0.00,797.00,
2010,3,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",375.00,125.00,33.59,4.67,57.05,2.04,27.66,13.00,3.00,6844.00,1556.00,164.00,3453.00,46.00,1625.00,
2010,3,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",195.00,45.00,19.00,2.00,14.28,0.00,9.72,2.00,0.00,2914.00,1277.00,39.00,898.00,0.00,700.00,
2010,4,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1146.00,206.00,32.31,6.03,115.99,0.00,51.67,13.00,1.00,12939.00,2445.00,652.00,6053.00,0.00,3789.00,
2010,4,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",428.00,81.00,33.91,0.97,29.78,0.96,15.38,2.00,3.00,4012.00,1849.00,77.00,1180.00,27.00,879.00,
2010,4,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",30.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,
2010,4,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",178.00,19.00,6.21,0.00,8.38,0.00,4.41,0.00,1.00,940.00,369.00,0.00,436.00,0.00,135.00,
2010,4,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",13934.00,1754.00,449.02,50.67,840.97,0.00,413.34,80.00,38.00,108624.00,33478.00,4360.00,40281.00,0.00,30505.00,
2010,4,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",10837.00,1258.00,222.22,49.37,484.71,2.38,499.32,77.00,14.00,93500.00,22434.00,4493.00,29420.00,156.00,36997.00,
2010,4,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",87.00,19.00,8.21,0.44,4.80,0.00,5.55,0.00,0.00,734.00,279.00,18.00,184.00,0.00,253.00,
2010,4,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",5811.00,539.00,78.14,1.90,225.76,0.00,233.20,60.00,17.00,37708.00,6079.00,124.00,13510.00,0.00,17995.00,
2010,4,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",227.00,74.00,34.54,1.75,21.68,0.00,16.03,10.00,0.00,3794.00,1604.00,87.00,1133.00,0.00,970.00,
2010,4,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",417.00,98.00,31.70,1.58,60.58,0.00,4.14,9.00,2.00,4636.00,2076.00,171.00,2265.00,0.00,124.00,
2010,4,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",87.00,28.00,2.04,0.44,8.73,0.00,16.79,0.00,0.00,1589.00,105.00,28.00,337.00,0.00,1119.00,
2010,4,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",60.00,10.00,1.66,0.34,3.63,0.00,4.38,0.00,1.00,690.00,32.00,46.00,172.00,0.00,440.00,
2010,4,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",392.00,48.00,14.01,0.00,23.62,0.00,10.37,2.00,2.00,2666.00,653.00,0.00,1453.00,0.00,560.00,
2010,4,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",359.00,59.00,15.74,0.34,26.28,0.00,16.64,0.00,0.00,3191.00,903.00,23.00,1384.00,0.00,881.00,
2010,4,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",184.00,33.00,19.00,0.00,9.44,0.00,4.56,1.00,0.00,2149.00,1023.00,0.00,659.00,0.00,467.00,
2010,5,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1161.00,312.00,44.28,12.99,181.16,1.76,71.82,16.00,7.00,17728.00,2911.00,1119.00,8498.00,88.00,5112.00,
2010,5,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",420.00,106.00,36.24,4.05,45.91,0.00,19.81,9.00,3.00,5918.00,1942.00,299.00,2542.00,0.00,1135.00,
2010,5,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",31.00,6.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,163.00,19.00,15.00,129.00,0.00,0.00,
2010,5,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",87.00,17.00,3.16,0.00,12.69,0.00,1.15,1.00,0.00,585.00,136.00,0.00,420.00,0.00,29.00,
2010,5,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",14487.00,3292.00,725.04,74.70,1626.86,0.85,864.55,209.00,57.00,209666.00,57343.00,7872.00,85552.00,33.00,58866.00,
2010,5,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",10629.00,2028.00,353.95,103.75,806.14,4.21,759.95,160.00,19.00,143352.00,34037.00,9093.00,46335.00,106.00,53781.00,
2010,5,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",93.00,23.00,3.69,1.27,13.18,0.00,4.85,1.00,1.00,1130.00,152.00,141.00,434.00,0.00,403.00,
2010,5,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",6200.00,931.00,94.16,3.10,479.13,0.00,354.61,53.00,26.00,65173.00,8965.00,184.00,28419.00,0.00,27605.00,
2010,5,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",269.00,108.00,43.65,4.96,36.47,0.00,22.91,8.00,2.00,5235.00,2311.00,411.00,1419.00,0.00,1094.00,
2010,5,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",405.00,170.00,42.33,10.97,108.84,1.00,6.86,9.00,0.00,8458.00,3813.00,920.00,3426.00,24.00,275.00,
2010,5,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",60.00,17.00,6.65,0.39,2.77,0.00,7.19,1.00,0.00,976.00,220.00,22.00,237.00,0.00,497.00,
2010,5,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",417.00,74.00,9.66,0.06,42.58,0.02,21.68,4.00,2.00,3800.00,689.00,4.00,1965.00,1.00,1141.00,
2010,5,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",405.00,94.00,25.99,1.32,38.25,0.92,27.52,8.00,6.00,6569.00,1676.00,101.00,2774.00,24.00,1994.00,
2010,5,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",192.00,69.00,34.00,3.00,16.25,0.00,15.75,5.00,0.00,3962.00,1610.00,250.00,930.00,0.00,1172.00,
2010,6,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1080.00,297.00,40.89,12.80,160.38,1.00,81.93,21.00,4.00,17052.00,2597.00,830.00,7539.00,27.00,6059.00,
2010,6,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",412.00,106.00,35.49,5.90,37.37,0.00,27.24,9.00,6.00,6629.00,2173.00,677.00,2111.00,0.00,1668.00,
2010,6,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",30.00,5.00,0.57,0.00,4.43,0.00,0.00,0.00,1.00,207.00,68.00,0.00,139.00,0.00,0.00,
2010,6,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",69.00,25.00,4.20,1.21,16.51,0.38,2.70,0.00,0.00,1452.00,211.00,32.00,963.00,11.00,235.00,
2010,6,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",14537.00,3835.00,1031.06,105.41,1638.80,3.00,1056.73,255.00,91.00,232893.00,70797.00,10252.00,83461.00,180.00,68203.00,
2010,6,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",10931.00,2114.00,335.32,81.26,824.36,1.54,871.52,130.00,36.00,140375.00,26138.00,7069.00,48423.00,81.00,58664.00,
2010,6,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",90.00,35.00,8.70,0.83,18.43,0.00,7.04,0.00,2.00,1688.00,261.00,30.00,732.00,0.00,665.00,
2010,6,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",6193.00,1207.00,124.97,9.14,611.66,0.00,461.23,19.00,47.00,75593.00,8749.00,422.00,35827.00,0.00,30595.00,
2010,6,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",262.00,117.00,44.58,5.96,36.59,0.00,29.86,13.00,4.00,5947.00,2129.00,284.00,1697.00,0.00,1837.00,
2010,6,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",372.00,148.00,69.21,1.78,68.03,0.00,8.98,24.00,2.00,8418.00,4716.00,224.00,2835.00,0.00,643.00,
2010,6,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",96.00,35.00,7.62,1.79,16.77,0.00,8.82,3.00,0.00,2326.00,985.00,114.00,734.00,0.00,493.00,
2010,6,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",37.00,14.00,2.42,0.00,5.04,0.00,6.54,3.00,1.00,1135.00,290.00,0.00,319.00,0.00,526.00,
2010,6,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",434.00,97.00,21.62,2.10,50.86,1.56,20.86,4.00,2.00,5366.00,1165.00,164.00,2508.00,71.00,1458.00,
2010,6,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",451.00,158.00,50.55,1.35,76.63,1.52,27.94,7.00,4.00,9577.00,3804.00,72.00,4008.00,43.00,1650.00,
2010,6,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",149.00,61.00,17.00,3.00,19.99,0.00,21.01,3.00,3.00,3612.00,1171.00,223.00,910.00,0.00,1308.00,
2010,7,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1012.00,254.00,37.36,10.25,131.99,0.80,73.59,35.00,2.00,14693.00,3092.00,797.00,6047.00,24.00,4733.00,
2010,7,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",417.00,101.00,39.63,4.30,32.55,0.00,24.52,6.00,1.00,6241.00,2038.00,321.00,1921.00,0.00,1961.00,
2010,7,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",31.00,6.00,3.85,0.00,2.15,0.00,0.00,0.00,0.00,183.00,127.00,0.00,56.00,0.00,0.00,
2010,7,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",37.00,16.00,2.44,1.77,9.45,1.00,1.34,0.00,0.00,889.00,177.00,99.00,463.00,37.00,113.00,
2010,7,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",14827.00,3904.00,1101.87,100.82,1601.88,0.00,1099.43,334.00,57.00,254566.00,81469.00,10220.00,90588.00,0.00,72289.00,
2010,7,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",11210.00,2241.00,354.85,105.84,783.05,1.13,996.13,179.00,32.00,172034.00,30388.00,12317.00,58575.00,21.00,70733.00,
2010,7,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",93.00,29.00,8.55,0.01,8.94,0.00,11.50,0.00,2.00,1937.00,318.00,2.00,310.00,0.00,1307.00,
2010,7,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",6391.00,1217.00,121.77,2.81,557.63,0.00,534.79,28.00,28.00,86397.00,8241.00,327.00,36349.00,0.00,41480.00,
2010,7,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",413.00,136.00,53.49,8.41,43.58,0.00,30.52,14.00,4.00,8189.00,2550.00,1251.00,2109.00,0.00,2279.00,
2010,7,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",383.00,130.00,42.33,12.47,64.36,0.00,10.84,12.00,2.00,7033.00,2894.00,959.00,2747.00,0.00,433.00,
2010,7,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",145.00,73.00,5.29,0.99,45.14,0.00,21.58,7.00,1.00,3977.00,254.00,256.00,2016.00,0.00,1451.00,
2010,7,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",31.00,15.00,1.75,0.38,5.73,0.00,7.14,0.00,0.00,1040.00,118.00,24.00,340.00,0.00,558.00,
2010,7,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",445.00,96.00,23.09,2.10,45.89,0.22,24.70,4.00,1.00,5585.00,1497.00,188.00,2293.00,10.00,1597.00,
2010,7,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",493.00,192.00,51.78,7.39,82.91,0.44,49.49,13.00,5.00,13057.00,3588.00,381.00,5120.00,18.00,3950.00,
2010,7,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",146.00,38.00,11.98,2.80,10.76,0.00,12.47,3.00,1.00,2356.00,603.00,195.00,523.00,0.00,1035.00,
2010,8,"9E","Pinnacle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",965.00,241.00,40.81,4.32,114.34,0.26,81.28,11.00,3.00,12677.00,2837.00,235.00,4197.00,11.00,5397.00,
2010,8,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",426.00,103.00,43.67,6.11,38.72,0.51,13.99,9.00,1.00,6429.00,2448.00,345.00,2592.00,20.00,1024.00,
2010,8,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",31.00,2.00,0.05,0.00,1.23,0.00,0.73,0.00,0.00,47.00,1.00,0.00,30.00,0.00,16.00,
2010,8,"CO","Continental Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",92.00,16.00,3.38,0.27,10.08,0.00,2.26,0.00,0.00,953.00,209.00,44.00,398.00,0.00,302.00,
2010,8,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",15159.00,3435.00,829.67,62.34,1649.82,1.00,892.17,223.00,13.00,195254.00,57629.00,6112.00,81367.00,32.00,50114.00,
2010,8,"EV","Atlantic Southeast Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",10996.00,2167.00,324.87,67.25,873.33,2.17,899.39,134.00,11.00,145155.00,26831.00,6665.00,50951.00,70.00,60638.00,
2010,8,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",93.00,20.00,3.78,0.11,6.81,0.00,9.30,0.00,1.00,990.00,105.00,10.00,217.00,0.00,658.00,
2010,8,"FL","AirTran Airways Corporation","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",6393.00,1199.00,131.97,8.40,600.88,0.00,457.75,43.00,5.00,76379.00,9505.00,546.00,35323.00,0.00,31005.00,
2010,8,"MQ","American Eagle Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",482.00,121.00,39.27,7.47,51.44,0.00,22.81,7.00,1.00,6427.00,2052.00,393.00,2398.00,0.00,1584.00,
2010,8,"OH","Comair Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",339.00,128.00,38.16,7.77,72.55,0.00,9.52,10.00,0.00,6838.00,3001.00,601.00,2845.00,0.00,391.00,
2010,8,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",80.00,30.00,4.56,1.32,18.36,0.00,5.76,1.00,1.00,1998.00,585.00,231.00,831.00,0.00,351.00,
2010,8,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",32.00,9.00,2.47,0.00,2.26,0.00,4.27,1.00,0.00,579.00,163.00,0.00,73.00,0.00,343.00,
2010,8,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",450.00,86.00,14.73,1.10,51.74,0.00,18.44,3.00,2.00,4299.00,513.00,127.00,2436.00,0.00,1223.00,
2010,8,"XE","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",441.00,119.00,34.08,1.76,63.24,1.26,18.65,4.00,2.00,6431.00,1568.00,365.00,3481.00,33.00,984.00,
